symbol,period_close_epoch,received_at_ms,processed_at_ms,delivery_latency_ms,processing_latency_ms
stpRNG3,1784969220,1784969280282,1784969280282,282,0
RDBULL,1784969280,1784969340245,1784969340247,245,2
stpRNG5,1784969280,1784969340249,1784969340250,249,1
stpRNG2,1784969280,1784969340251,1784969340253,251,2
stpRNG3,1784969280,1784969340254,1784969340255,254,1
stpRNG,1784969280,1784969340257,1784969340258,257,1
stpRNG4,1784969280,1784969340259,1784969340260,259,1
stpRNG,1784969340,1784969400231,1784969400232,231,1
stpRNG4,1784969340,1784969400234,1784969400235,234,1
RDBULL,1784969340,1784969400237,1784969400238,237,1
stpRNG3,1784969340,1784969400240,1784969400241,240,1
stpRNG2,1784969340,1784969400242,1784969400243,242,1
stpRNG5,1784969340,1784969400244,1784969400245,244,1
RDBULL,1784969400,1784969460286,1784969460287,286,1
stpRNG3,1784969400,1784969460289,1784969460290,289,1
stpRNG5,1784969400,1784969460291,1784969460292,291,1
stpRNG2,1784969400,1784969460292,1784969460293,292,1
stpRNG,1784969400,1784969460293,1784969460294,293,1
stpRNG4,1784969400,1784969460294,1784969460295,294,1
